bias,text
neutral,"Congrats to PharmaJet, a #Colorado company, on the @US_FDA approval of it‰ŰŞs need-free injectors
http://t.co/1SQinegT7K"
neutral,".@MLive - Huizenga invokes Bill Clinton, MLK in inaugural statement http://t.co/eXF81IhC"
neutral,"RT @rmazetns: #HASC NDAA includes provision requiring services to have body armor specially designed for women, sez @RepMikeTurner"
neutral,Hard to hide responsibility for #HarryReidsShutdown if Senate rejects House passed bill to to open national parks https://t.co/78Dw9YGU1q
neutral,Congrats to @SolonSchools' scholarship recipients -- my staff presented them with proclamations at today's @SolonChamberOH lunch. #OH14
partisan,Indeed. MT @RepMaloney: New 9/11 study: 15% higher cancer rate for 1st responders -- why #Zadroga Act is necessary. http://t.co/1mM8dHu7SN
partisan,Introduced @SenatorMenendez at his community forum on US policy in India feat. Asst. Sec. of State Nisha Disai Biswal http://t.co/xCXHpEtfDE
neutral,"Jody Walters and her son, Kaden Perrin, visited me today to talk about dyslexia education and screening. @DDWV12 http://t.co/3Of68vLXhc"
neutral,"We capped off the Toys for Tots holiday gift drive yesterday at the Veteran's Center on Sylvan road in Citrus Heights. A choir of 50 5th and 6th graders from Mary Deterding Elementary School, American Legion motorcycle riders, and the Vietnam Veteran Helicopter Pilots Association joined the celebration. Even Santa and a UH-1 Huey helicopter made an appearance at the event!"
partisan,"Tonight was very disappointing. Instead of allowing us to vote on a solution to keep government open, House leadership added amendments that brought us closer to government shutdown. Congress has had ample opportunity to work to find a solution that not only keeps our government open, but also allows us to do what we should have done nine months ago, pass a budget. It's far past time for Congress to work together to find a real solution that puts people before politics"
neutral,"Thanks to everyone who shared their thoughts on Syria with me. Today I discussed the crisis with President Obama‰ŰŞs national security team at a Foreign Affairs Committee hearing. I took the opportunity to share with them what I have been hearing from you ‰ŰŇ through your phone calls, letters, social media posts, and even at the grocery store. I know many Sacramento County residents are concerned about this issue, and I believe we need to clearly understand our goals and objectives in this increasingly complex situation. You can see it here: http://bit.ly/1fzPOTN"
neutral,"This evening marks the beginning of the holy month of Ramadan, a time for sacrifice, helping the less fortunate, and prayer. I wish all those around the world who observe this holy month, Ramadan Mubarak ‰ŰŇ have a blessed and generous Ramadan."
neutral,Thanks to the talented high school artists who entered the Congressional Art Competition. My office received over 100 art pieces! Join us at the Rancho Cordova City Hall tomorrow at 6 PM so we can honor the entrants & pick a winner. We‰ŰŞll also help kick off the People‰ŰŞs Choice Award so YOU can select your favorite. Details: http://1.usa.gov/104ygrx
partisan,"Think about the dangerous precedent President Obama's executive action on immigration sets for our country, that a President can unilaterally decide which laws to enforce. Just imagine this: a Republican President announces he will unilaterally suspend enforcement of the Clean Air Act.  It should be frightening to all regardless of political belief."
neutral,I enjoyed touring Intuitive Research and Technology today while visiting some Huntsville businesses.  The engineering and defense contractor was recently named the #1 best medium sized business to work for by Fortune Magazine. Learn more: http://www.al.com/business/index.ssf/2014/09/see_which_huntsville_engineeri.html
neutral,My staff enjoyed spending some time at Bert Driskell's farm in Grand Bay last week to learn more about his farming operation. I am always aware of the unique challenges our farmers face and the growing burden the federal government puts on our family farms.
neutral,Thanks to those who came out to my town hall meeting in Chatom this afternoon. I appreciate Mayor Harold Crouch for his kind introduction and for letting us use the council chambers. A lot of important questions on issues ranging from immigration to executive overreach.
neutral,"A bill to reform our nation's workforce training progress, an energy and water appropriations bill, and a pro-jobs tax bill are the major bills under debate this week in Washington."
neutral,We had a great crowd at our town hall meeting in Perdido Beach. Thanks to Mayor Patsy Parker for hosting us at the Perdido Beach Volunteer Fire Department. I enjoyed the discussion and appreciate all of those who came out.
neutral,"It was a joy to welcome the First Congressional District's Art Competition winner to DC today. Roni Spann, a student at St. Paul‰ŰŞs Episcopal School, won our competition and now her artwork is hanging in the United States Capitol! I hope Roni and her mom, Melissa, enjoy their time in our nation's capital."
neutral,"Our nation‰ŰŞs veterans deserve the best care possible, but sadly too many are being left behind. I am especially troubled that the Mobile clinic and Biloxi hospital, the leading providers in our area, are both on the list of only 112 facilities nationwide to be selected for further review by the VA Inspector General. I will continue to push for answers and results from the VA as the investigation moves forward."
neutral,"Alabama is an agriculture state, and this industry is extremely important to the health of our economy. I support policies that will allow agriculture to continue driving productivity and job creation in #AL01."
neutral,"I had a great visit yesterday to Huntington Ingalls Industries's facility in Pascagoula, Mississippi with Congressman Steven Palazzo - this facility supports 2,000 #jobs in Southwest Alabama and is critical for #AL01."
neutral,"I am proud to serve on the House Armed Services Seapower and Tactical Land and Air subcommittees. From these assignments, I will be able to fight to protect important shipbuilding jobs in our district. House Armed Services Committee Republicans #al01  http://byrne.house.gov/media-center/press-releases/byrne-given-choice-armed-services-subcommittee-assignments-joins-house"
neutral,"Here are just some of the reasons I voted to repeal ObamaCare today.  We simply can‰ŰŞt afford fewer jobs, higher costs and giving the IRS more power."
partisan,I look forward to voting to repeal ObamaCare next week.  The law is hurting our economy and making healthcare more expensive for working families.  We can and we must do better.
neutral,What did you think of Barack Obama's speech on #immigration?
partisan,"The senseless targeting of innocent civilians has to be stopped; it is unacceptable under any circumstances. My thoughts and prayers are with the families of those killed and injured in the #Jerusalem attack, as well as the people of #Israel, who have endured far too many of these brutal assaults.  The United States will continue to fight against such atrocities and bring to justice those who commit such acts. As the strongest of allies and partners in combating terrorism, we reaffirm our support for Israel‰ŰŞs right to defend and protect its people."
neutral,"The Government of #Azerbaijan has arrested Ms. #Leyla Yunus, Director of the Institute for Peace and Democracy in Azerbaijan, and her husband, #Arif Yunus, and charged them with high treason, tax evasion and other economic crimes.    The charges filed against the #Yunus‰ŰŞs are outrageous. Both Leyla and Arif are long-time supporters of people-to-people contact with #Armenia, and the charge of espionage against them is absurd. We urge the Government of Azerbaijan to drop the charges and to stop the coordinated campaign aimed at the opposition, civil society and journalists in Azerbaijan who are peacefully exercising their right to freedom of speech and freedom of association."
partisan,"#SCOTUS  got it wrong with #HobbyLobby. That's why I'm supporting the Protect Women‰ŰŞs Health from Corporate Interference Act. The legislation would restore the contraceptive coverage requirement guaranteed by the #ACAt and protect coverage of other health services from employers who want to impose their beliefs on their employees by denying benefits.   Allowing employers to force their own religious beliefs on their employees under the guise of religious freedom is inexplicable. The Supreme Court has put the health of American women at risk while opening the door for private employers who are looking for a reason not to comply with the law.  Whether a woman uses contraception should be a private decision not subject to a financial veto by her employer. The Affordable Care Act guarantees the majority of women coverage for comprehensive preventive health services, including contraception.  Imposing additional financial burdens on a woman because her employer claims to hold certain beliefs contrary to the law sets a dangerous precedent.  #NotMyBossBusiness"
neutral,"Open enrollment for 2014 coverage ends today(MARCH 31). If you need health insurance, #GetCoveredNow, visit HealthCare.gov or call 1-800-318-2596"
neutral,"Blue Alert is an essential tool that our law enforcement officers, need and deserve."
partisan,"Not one single Republican showed up for today‰ŰŞs scheduled EPW  committee markup. This is very sad.  This is obstructionism, pure and simple. It has nothing to do with Gina McCarthy. It has nothing to do with the answers she supplied this committee. It is Republican obstructionism.   She has answered over 1000 questions, which is unprecedented. The maximum number before was in the three hundreds. When Lisa Jackson was confirmed, there were about 100 questions asked.    This has been a pattern on the Republican side of the aisle with obstructing President Obama‰ŰŞs nominations. Yesterday we saw, in one of our committees, a technical rule used to block the vote for Tom Perez to be Secretary of Labor.  This is a pattern of blocking confirmation votes for President Obama‰ŰŞs nominees for key cabinet positions. This is wrong."
neutral,"Maryland manufacturing is thriving and I want to do all I can to help make it even stronger. ‰Ű÷Made in Maryland‰ŰŞ is my way to highlight the diverse products being produced in our great state, adding to the growth of our state‰ŰŞs economy. My tour and conversations with employees at the Paul Reed Smith Guitar Factory, as well as the roundtable discussion with Eastern Shore Economic Development officials, have given me great insights into what is working and what the challenges are for businesses on the Eastern Shore. I plan to take their ideas back to Washington so the federal government can better assist them in growing our economy.    The Paul Reed Smith (PRS) Electric Guitars  Factory makes high-end guitars favored by some of the most prominent musicians in the world, including guitar great Carlos Santana.  The company was founded in 1985 and today employs 230 workers with revenues of $24 million."
partisan,"‰ŰĎI am confident that John‰ŰŞs legacy of fighting for democracy, human rights, and global peace will continue at the Department of State. He played an essential role in bringing our troops home from Iraq and ending the war, and has been an advocate for peace and democratic transition in some of the most challenging conflict zones, from Sudan to Afghanistan."""
partisan,"Ben- Commonsense laws concerning things as powerful as guns should not be a partisan issue. In the wake of  mass shootings, and in the face of daily shootings across the U.S- it is time to say enough is enough. We can reduce the needless violence by making logical policy decisions that respect the Second Amendment while protecting human lives. President Obama should be supported in his efforts to explore how we can make the Country safer by looking at our laws, health system, culture and more.   Follow link for official press release."
neutral,Congrats to Delawarean Kimberly Schlichting who today is celebrating one year cancer free!
partisan,"I‰ŰŞm calling on all Delawareans to help put a stop to prescription drug abuse by ridding yourselves of expired, unused medication today during the 5th annual National Prescription Drug Take Back Day from 10-2. Using any of these 31 locations across the First State, it‰ŰŞs never been easier to discard your meds in a safe, responsible manner- http://1.usa.gov/1jLxZ67"
neutral,"It warmed my heart to see so many Delawareans think outside the cardboard box and show up to recycle their old electronics at the Barley Mill Plaza in Wilmington in celebration of Earth Day. If you want to find an event near you, visit www.carper.senate.gov/erecycling"
neutral,"I‰ŰŞm hopeful that this tax extenders bill will provide certainty to families and businesses now to aid their planning for the upcoming year, while also serving to bridge towards broader reform that provides clarity for taxpayers later on. "
neutral,Just delivered a floor speech to honor the LaSalle Lancer's Ohio State Football Championship! Watch it here: http://bit.ly/1x29zkM  #LancersRollDeep
neutral,I hosted neighborhood office hours in Deerfield Township this morning. Thanks to all who attended!
neutral,Here is a look at just a few of the things I was doing in Cincinnati and Washington this week. Have a great weekend! #OH01 #WeeklyRoundup
neutral,Just met with the JDRF Southwest Chapter to discuss the challenges of living with #T1D and the important research underway.   It is time for a cure.
partisan,I spoke on the Senator floor this afternoon on how new rules proposed earlier this week by the Environmental Protection Agency will impact Hoosiers.
neutral,Please share: Wednesday is the eighth annual ‰ŰĎOperation Hire a Hoosier Veteran‰Űť Job Fair at the Indiana State Fairgrounds. Nearly 200 employers will be in attendance and looking to hire qualified applicants.
neutral,This morning I offered an amendment to reform the Emergency Unemployment Compensation (EUC) program as part of legislation currently under consideration by the full Senate that would extend unemployment benefits. My amendment would strengthen existing requirements to ensure unemployment benefits are going to individuals actively looking for work and individuals who truly want to return to the labor force.   The amendment would prohibit individuals from receiving EUC benefits if they fail to accept any offer of suitable work (defined as work within their capabilities) or if they refuse to apply for suitable work referred to them by a state employment agency. States would have flexibility to enforce this requirement consistent with their state laws.     We need to ensure that only those who are actively seeking work but cannot find it are receiving these benefits. I have heard repeatedly from frustrated employers in Indiana who have offered jobs but are told by the applicants that they would rather keep collecting unemployment benefits until they run out. This undermines the core idea of a program designed to help those only in emergency situations who are unable to secure employment.   We are waiting to see if Majority Leader Harry Reid will allow votes on Republican amendments.
partisan,"I spoke on the Senate floor to continue to push for Congress to focus on addressing out-of-control government spending, not increasing taxes as President Obama has proposed."
neutral,Budgets are more than just a set of numbers- they are statements of our values as a country.  Read my piece in the Detroit News today on why I believe a progressive budget works for all.
partisan,"Over the past decade - under the leadership of four chairman with diverse political views - the members of the Judiciary Committee have vigorously debated the proper balance between public safety and the constitutional right to privacy. We never - at any point during this debate - approved the type of unchecked, sweeping surveillance of United States citizens employed by the federal government in the name of fighting the so-called war on terrorism"
neutral,"ICYMI: I joined 580kido's Kevin Miller for a live, in-studio interview to discuss the economy, the developing situation in the Middle East and veterans issues.  Click below to listen."
neutral,"ICYMI: The Senate passed the Veteran‰ŰŞs Access to Care Through Choice, Accountability and Transparency Act with my support and an overwhelming bipartisan majority. Among other things, the legislation expands veterans‰ŰŞ access to care by allowing those faced with lengthy wait times to seek private medical care outside of the U.S. Department of Veterans Affairs (VA) system.  When called upon to serve, our nation‰ŰŞs veterans bravely did so without hesitation or delay. In return, they should not be forced to wait inordinate amounts of time for quality medical treatment. In addition to establishing more permanent fixes to begin addressing the widespread failures within the agency, this measure is particularly beneficial to rural Idahoans, allowing veterans living more than 40 miles away from a VA facility to seek private health services.  To read my full statement and to learn more about the bill, click here:  http://1.usa.gov/1oTrHqR"
neutral,"Planning a trip to Washington, D.C.?  Let my office help.  Visit the tour section of my website for useful information about the many tours my office can assist in scheduling on your behalf, as well as helpful information about additional sites and attractions throughout the D.C. area."
neutral,"The Brownfields program has a proven track record of helping Idaho communities rehabilitate abandoned and polluted properties throughout the state, increasing safety, attracting new business and creating jobs.  I commend the Senate Environment and Public Works Committee for moving forward with the Brownfields Utilization, Investment and Local Development Act by voting it unanimously out of committee.  This legislation improves the already successful and effective program by increasing access for rural and small communities and providing much-needed certainty for long-term projects.  Read my full statement.  "
neutral,Very proud of #TeamUSA and #Idaho‰ŰŞs Olympians. #Olympics #Sochi2014
neutral,Always enjoy the chance to visit with students who have an interest in government and public service. Just wrapped up a great conversation with these students from Gooding High School. #idpol #magicvalley
neutral,"News Release: Senator Jim Risch and I are co-sponsoring legislation known as the ‰ŰĎIf You Like Your Health Plan, You Can Keep It Act.‰Űť  During the debate over Obamacare, the President and others in the Administration repeatedly claimed, ‰ŰĎif you like your health insurance, you will be able to keep it.‰Űť   Reports now indicate that keeping an existing plan may not be possible for millions of Americans comfortable with their policies, due to cancellation notices from health insurance providers under the new health care law.  Millions of Americans were misled by the administration in that if they liked their current health care coverage, they would be able to keep it."
neutral,"Yesterday, Honor Flight brought a group of Idaho #WWII veterans to D.C. to see the memorials. Some of my staff welcomed them. #idpol #veterans #GreatestGeneration"
neutral,"For several weeks, I have heard from numerous young people across Idaho concerned about the interest rate hike on student loans.  Last night, Senator Jim Risch and I supported the bipartisan Student Loan bill to bring interest rates back down to 3.86 percent from 6.8 percent.  This Student Loan measure will make it less expensive for students to plan for college and it links rates to the financial markets.  I would prefer to return to the private sector handling student loans to reduce government bureaucracy, but action was needed and we were able to reach agreement on a bipartisan solution to help Idaho‰ŰŞs young people."
neutral,"This evening, the U.S. Senate confirmed Richard Cordray to be the Director of the Consumer Financial Protection Bureau (CFPB).  I voted against Mr. Cordray's nomination.  As the Ranking Member of the U.S. Senate Banking Committee, I will continue to work towards oversight of the CFPB to ensure accountability and transparency for the American people."
neutral,"Op-Ed: The U.S. Government Accountability Office (GAO) recently released its annual report to Congress identifying ways that can increase efficiency and save tens of billions of dollars annually in federal spending.  GAO found 31 new opportunities to provide significant savings that Congress should act on immediately.  GAO also found that 12 percent of the 131 areas GAO identified in its past two reports were addressed, while 66 percent were partially addressed and nearly 21 percent were not addressed.  Clearly, progress is needed in reducing unnecessary spending and duplication.  With a soaring national debt, federal program overlap must be part of common-sense spending reductions."
neutral,"Despite the loss last night by Boise State, staff and I enjoyed some great Bronco cookies today. How is your bracket doing?"
neutral,"For the first time in almost four years, the U.S. Senate is debating a budget resolution.  There are currently 34 hours of debate remaining.  Click the link to watch."
neutral,"Trillion dollar deficits every year and 1,400 days since the U.S. Senate has passed a budget. Time to cut spending and pass a budget. ""Like"" and ""share"" if you agree."
neutral,"This study demonstrates that expanding our domestic energy sources could immediately create millions of jobs and generate billions in revenue to reduce our federal debt, while also furthering our energy independence. Utilizing our diverse resources is central to energy affordability, economic recovery and national security."
partisan,"We need to invest in improving our transportation infrastructure, for jobs, and for economic security in the future."
neutral,"Today, I got a chance to visit the Junior Achievement Finance Park in Fairfax, VA. These facilities are driving a new age of education that will help lift communities, and teach students the keys to financial success at an early age. I'm excited that we'll have one in Maryland soon!"
partisan,"'We must do everything in our power to prevent needless tragedies like the death of Deamonte Driver and to confront the disparity of care that separates so many Americans. When we keep Americans healthy, we reduce our nation's health care costs, ensure a strong and vibrant workforce, and give everyone the tools they need to succeed.' http://touch.baltimoresun.com/#section/-1/article/p2p-79527874/"
neutral,I will be on MSNBC‰ŰŞs The Ed Show at 5:45pm today to discuss the benefits of the Affordable Care Act and why it is crucial the GOP does not succeed in defunding the ACA. Please tune in!
neutral,Ravens visit the White House for meeting with Obama (Photos) http://t.co/gml0iAvJwt via @BaltBizOnline
neutral,Dan Reed emailed: The sequester only cuts 2.2% of the budget. What's the big deal? #AskMDDems
neutral,"Today would have been the 100th birthday of civil rights leader #RosaParks.  Because she sat, we can stand today.  http://t.co/tdSJpteZ"
neutral,"Mary Dempsey, Assistant Director & Co-Founder of the The Patrick Dempsey Center for Cancer Hope & Healing in Lewiston, will testify at the invitation of Senator Collins at a Senate hearing today titled ‰ŰĎThe Fight Against Cancer: Challenges, Progress and Promise.‰Űť The hearing will focus on the importance of cancer research and highlight the progress that has led to significant improvements in the prevention, detection and treatment of cancer.  Mary visited with Senator Collins in her office this morning prior to the hearing."
neutral,"Look what‰ŰŞs hanging on the #WHHolidays tree. Thanks to all who serve, esp. those in the United States Air Force and the 30th Space Wing (Vandenberg Air Force Base, Calif.)"
neutral,Join me tomorrow for coffee and a discussion about how we can work together to prevent future tragedies. #NotOneMore
neutral,"I know firsthand the impact a dedicated school nurse can have on a child‰ŰŞs development in the classroom. Today, on National School Nurse Day, be sure to recognize these professionals working hard to keep our children healthy and in the classroom."
neutral,"This week I had a chance to visit with Nipomo resident Riley Nilsen, who was elected President of the California Association of Future Farmers of America. She will spend a year of service planning and conducting a leadership conference for the association‰ŰŞs 76,000 members. After her year of service, Riley is headed to Cal Poly‰ŰÓGo Mustangs!"
neutral,Go Niners!
neutral,"I was incredibly honored to meet with Staff Sergeant Dominic Annecchini, a Santa Maria native, and his wife Melanie.  SSG Annecchini was severely wounded in combat last year while serving overseas, for which he earned the Silver Star. I was inspired by SSG Annecchini‰ŰŞs incredible story of recovery and am deeply grateful for his service and sacrifice to our country. http://militarytimes.com/citations-medals-awards/recipient.php?recipientid=95127"
neutral,8/28 ‰ŰŇ E-UPDATE Volpe Center; Transportation forum; Security analysis; Spaulding Rehabilitation; Gibson House Museum; New England Chapter of American Immigration Lawyers
neutral,"Today the Senate passed the Employment Non-Discrimination Act, protecting LGBT employees from discrimination based on sexual orientation. It‰ŰŞs time for the House to act to ensure that all employees are treated equally."
partisan,"Today‰ŰŞs historic Supreme Court ruling on DOMA ensures that all marriages are treated equally by the federal government. My office has been unable to help far too many grieving spouses, who needed but could not get Social Security or health survivor benefits, just because the federal government didn‰ŰŞt legally recognize their marriage. I am so proud to represent the first state in the nation to legalize same sex marriage and I celebrate today with all the men and women who have made that commitment to each other."
partisan,Excited to announce my essay contest to pay tribute to members of the armed forces this Veterans Day. Entries for the competition are open to students in grades 5-8 who live in my district and are now being accepted!
neutral,It‰ŰŞs National Small Business Week! Here's to small businesses in Queens and the Bronx -the engines of economic growth in our communities!
neutral,My statement on U.S. airstrikes in Iraq. http://tinyurl.com/lc6nlpu
neutral,"Holding #IRS accountable, putting national security first. Watch my July 6 @ActionNewsJax interview with @LynnseyANJax. http://tinyurl.com/k4a6y63"
neutral,"Just voted to fund Naval Station Mayport, Naval Air Station JAX defense infrastructure projects at $50.6 million. First Coast anchor to our national security. http://tinyurl.com/ltnnkex"
neutral,"No county in West Virginia is immune to the scourge of methamphetamine addition and trafficking. Meth use and manufacturing pose a grave danger to our communities, and our local law enforcement officials have worked diligently to fight the spread of meth. I am pleased that the federal COPS Anti-Methamphetamine Program has recognized the need for more investment in our state‰ŰŞs law enforcement efforts and has awarded West Virginia a $1 million grant. These much-needed funds will help our state continue to address the production, trafficking and use of meth in our communities."
partisan,"Congratulations to Nicole Hegele of Shady Spring, one of two Presidential Scholars from West Virginia. I hope you have a great time in Washington."
neutral,Thank you to the West Virginia Veterans of Foreign Wars for inviting me to speak at its annual conference in Huntington today about the ongoing VA scandal and the legislation I‰ŰŞve voted for in Congress to help our veterans.
neutral,"I had the opportunity to visit Eagle Manufacturing in Wellsburg this morning. Manufacturing is the backbone of the American economy, and I appreciated the chance to learn more about this major Brooke County employer."
neutral,Thank you for the great anecdotes on how my father touched your lives. Your thoughtful and kind messages meant the world to my family and me yesterday. My Dad had a great birthday and I made sure he knew how much he was loved.
neutral,"Can anyone think of anything more important than protecting our children? I can't, which is why I have worked to create a program to train elite wounded warriors as human exploitation rescue operatives (HEROs) and embed them with law enforcement to go after child predators."
neutral,It's time to break out the scissors in the 114th Congress.
neutral,Always remember
neutral,"Twenty five years ago yesterday, the East German people threw off the burden of communist oppression. Brave East German citizens forced their government to allow them access to West Germany, and in the process, they literally dismantled the wall that had separated the East from the West for nearly 30 years."
neutral,I had a great time visiting with students at Hutto ISD's Farley Middle School. Thanks again for having me!
neutral,"I was honored today to present retired Army Sergeant Andrew P. Idol and former Round Rock resident with 11 medals, including the Purple Heart. Thank you Sgt. Idol for your service and sacrifices!"
neutral,This Texas couple did build that! 
neutral,Why Texas thrives where other states fail.  #ProudTexan  
partisan,"49 times out of 50 months, more people gave up searching for a job than those who found a job. That is unacceptable."
partisan,"The President caused the self-inflicted crisis on our border by refusing to enforce the law and now he is requesting a $3.7 billion bailout from the taxpayers to rectify his mistakes. While we must address this Administration-made catastrophe in Texas, we must address it with the full weight of the law. As Chairman of the Appropriations Subcommittee on Homeland Security, I have a constitutional responsibility to defend the United States of America and secure our border. As my colleagues and I review the President‰ŰŞs proposal, I will continue to take a strong leadership position to implement the necessary changes that need to be made in the laws and allow these immigrants to be quickly returned to their home countries. We must fund laws that put Americans‰ŰŞ safety and our national security first and not give the President a blank check to fund his executive orders"
partisan,#GDP declined by 2.9%. The worst drop since the recession. It‰ŰŞs time for Senate Democrats to pass the 40 job bills sitting on Harry Reid‰ŰŞs desk
partisan,"President Obama‰ŰŞs lack of enforcement of our immigration laws have hurt not just our economy, it has hurt public safety. "
partisan,"Last night I voted with the House of Representatives to make veterans a priority by passing the Veterans Affairs Appropriations Bill as the first funding bill of the year.This bill funds the programs that are most important to our veterans' quality of life, and also brings the victims of the 2009 Fort Hood shooting closer to justice."
partisan,Watch to hear my thoughts on the President's State of the Union. #SOTU  
partisan,"It is unacceptable that we have 4 million jobless Americans. The House has passed solutions, it‰ŰŞs time for the Senate to #VoteNow"
neutral,Congratulations to Bryan Holubec for winning my website photo contest. His photo of Williamson County will be featured as a background of my new webpage. Coming soon!
partisan,The real facts of Obamacare
partisan,"The White House seems to be more concerned about ""winning"" the shutdown, than taking care of the American people. This is the exact mentality that my colleagues and I are fighting against. It's not about which party wins or loses, it‰ŰŞs about doing what's best for our country!"
neutral,"Appeared on America‰ŰŞs Newsroom this morning to discuss the Administration‰ŰŞs consistent overreach. In response, Speaker Boehner recently announced his intention to bring a lawsuit against President Obama. We‰ŰŞre discussing the resolution to do that in the Rules Committee this morning. http://youtu.be/zQxQam-ElBs"
partisan,ICYMI: Today The Oklahoman published an op-ed that I co-wrote with Senator Jim Inhofe about the surge of illegal minors crossing our borders and the strain it's causing on our military. 
neutral,"Congratulations to Aamina Yousaf from Ardmore, who is this year's Fourth District winner of the Congressional Art Competition!"
neutral,Quite an honor to be mentioned in a question yesterday on Jeopardy! http://youtu.be/fKnP6TUFws4
neutral,The House recently passed the Defense Appropriations Act for Fiscal Year 2014 which ensures critical military funding in the coming fiscal year. Read more about what the bill does and some of the amendments passed below.
neutral,Cornyn: Divided Government Presents Opportunities:
neutral,Cornyn: New GOP Senate Majority an Opportunity to Work Together:
neutral,2/11/14
neutral,Where were you 50 years ago today when JFK was shot?
partisan,"Notwithstanding the provocation, we are not going to be distracted from the evolving trainwreck of Obamacare.  When Ds are ready, we are happy to talk about real reforms that lower cost, improve access and don't interfere with the doctor-patient relationship."
neutral,VIDEO: Cornyn to Obama: No Clean Debt Limit Deal
partisan,POTUS dealt in 2011 on debt limit
partisan,VIDEO: Cornyn to Democrats: Do You Really Want to be Responsible for Killing More Jobs?
neutral,"Cornyn on voter ID suit: ‰ŰĎFacts mean little to a politicized Justice Dept bent on inserting itself into the sovereign affairs of Texas"""
partisan,Just voted for Sen. Vitter‰ŰŞs amendment to implement a biometric entry and exit system.
partisan,"Could it be ""poison pill"" charges vs immigration amendments one hasn't read are themselves a ""poison pill"" dooming immigration reform to defeat?  Why not let Senate and House do their job?"
neutral,Breitbart: Video: Cornyn Calls for Holder's Resignation:
neutral,"David Brooks on Obamacare: ""Nearly everybody not in the employ of the administration agrees this law does not solve the cost problem, and many of the recent regulatory decisions will send costs higher."""
neutral,"Cornyn on #ObamaFlightDelays: ""phony"" and ""contrived:"""
neutral,Headed to Senate floor to talk about POTUS's proposed budget.
partisan,Cornyn: 2.4% from a 19% Increase:
neutral,PHOTO: Congrats to Texas Tech and Chancellor Hance on reaching their $1 billion fundraising goal:
neutral,Earlier this week we celebrated the 40th anniversary of the Fresno EOC.  The work the EOC does makes such a difference to our community. Thank you for all that you do!
neutral,"It was great to be part of the ribbon cutting ceremony for the Science & Engineering Building II at UC Merced. The state-of- the-art labs found in this new building will help UC Merced exceed its goal of having a student population of 10,000 by the year 2020."
neutral,"Congratulations to Juan Santiago of Madera! Last night, this Fresno State Bulldog completed his time as our intern and became one of the latest graduates of the CHCI program. Way to represent the Valley!"
partisan,"It has been said that nothing is more American than our national park system. Today, I introduced legislation that would expand Yosemite to include 1,600 acres that were originally intended to be part of the park.   These parks are perhaps Americans best idea and with this bill we remain dedicated to protecting them for future generations."
neutral,"Though you often don‰ŰŞt hear much about it in the news, endometriosis is all too common; an estimated 1 in 8 women and girls are affected and suffer from mild to severe pain as a result of the disease. That‰ŰŞs why I am proud to be a Congressional Host for the first ever Worldwide Endomarch. I support the fight to increase cooperation, research, educational campaigns, and health screenings to bring about a quicker diagnosis of the disease, more effective treatment, and ultimately, a cure. #endomarch #endomarch14 #VirtualEndomarchers"
neutral,"Yesterday, I met with the JDRF, the leader of the type 1 diabetes (T1D) community‰ŰÓunifying global efforts to cure, treat, and prevent T1D. Diabetes is growing rapidly among all populations in the United States. Today, over 26 million Americans live with diabetes ‰ŰŇ quadruple the number from just 30 years ago. The annual cost of diabetes to the U.S. economy is approximately $174 billion, and it is estimated that 1 in 3 American children born in 2000 are likely to develop some form of diabetes in their lifetime.  I am proud to support the Special Diabetes Program to advance T1D research, and fund treatment, education, and prevention programs for those disproportionately affected by Type 2 Diabetes."
neutral,"Rodeo legend G.K. Lewallen, who played a central role in making Stephenville, Texas, the Cowboy Capital of the World, passed away last week.  Lewallen was born in the 11th District town of Blackwell in 1919.  He rode roughstock in rodeos from 1936 until retiring in 1956.   Along the way he competed in rodeo's in Madison Square Garden and married Rockettes dancer Ethel Spanier.  G.K. and Ethel opened what is now Chick Elms Rodeo Shop and Grand Entry Western Store in Stephenville.  In a story in the Stephenville Empire Tribune, Suzi Robertson remembered his generosity the year she entered a rodeo queen contest.  ‰ŰĎI went into his store and picked out a new white hat and white pearlized boots,"" Robertson said. ""When I went to the register to pay, he told me I owed him nothing, but to do my best. What an encouragement to a teenager. May all the cowboys in heaven welcome him home.‰Űť Yes, may all the cowboys welcome G.K. Lewallen home.   This is a photograph of G.K. in the Great Falls, Montana, rodeo in 1939."
neutral,"A picture of Lieutenant Ralph Hall for Throw back Thursday. He graduated from Rockwall High School in 1941. He joined the U.S. Navy on December 10th, 1942, serving as an aircraft carrier pilot from 1942 to 1945 during World War II, attaining the rank of lieutenant. I have had the honor to serve in Congress with Congressman Ralph Hall. Thank you Ralph Hall for your service to America."
